name,nationality,nationality2,position,played_in_khl,played_in_nhl,teams,gagarin_cup,stanley_cup,olympic_gold,world_gold,link
Дмитрий Попов,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Avtomobilist Yekaterinburg / Baltica Vilnius / HK Lipetsk / HK Rys / Izhstal Izhevsk / Kristall Saratov / Kristall Saratov-2 / Kristall-Yunior Saratov / MHK Spartak Moskva / SDYUSHOR CSKA Moskva / SDYUSHOR MO Mytishchi / SDYUSHOR Spartak Moskva / Spartak Moskva-2 / Sputnik Nizhny Tagil / Toros Neftekamsk,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/106977/dmitri-p.-popov
Александр Брит,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Bars Kazan / MHK Klin / Neftekhimik Nizhnekamsk / Neftyanik Almetievsk / Reaktor Nizhnekamsk / Titan Klin / Zauralie Kurgan,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/164661/alexander-brit
Никита Пухов,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / ""C"" / Dynamo St. Petersburg / Khimik Voskresensk / MHK Dmitrov / MHK Klin / Metallurg Novokuznetsk / Molot-Prikamie Perm / Sakhalinskiye Akuly / Spartak Moskva / Titan Klin",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/164671/nikita-pukhov
Никита Ушнев,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Cortina / DEAC / Dynamo St. Petersburg / HK MVD Balashikha / HK Sochi / MHK Dynamo St. Petersburg / SKA-Neva St. Petersburg / Serebryanye Lvy St. Petersburg / Tsen Tou Jilin / Yugra Khanty-Mansiysk,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/157369/nikita-ushnev
Сергей Сахарусов,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Almaz Cherepovets / HK Tambov / Izhstal Izhevsk / Khimik Voskresensk / Kristall Saratov / Kristall-Yunior Saratov / Severstal Cherepovets,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/158908/sergei-sakharusov
Кирилл Галоха,Латвия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / Budapest Jégkorong Akadémia HC / DEAC / Dinamo Juniors Riga / Dinamo Riga / ECDC Memmingen / EHC Waldkraiburg / Frederikshavn White Hawks / GKS Tychy / HK Mogo / HK Riga / HS Riga / Латвия (all) / Латвия U17 (all) / Латвия U18 / Латвия U18 (all) / Латвия U20 / Латвия U20 (all) / MAC HKB Újbuda / Neuilly-sur-Marne / Olimp Riga / SK Riga 16 / SK Riga 17 / Saryarka Karaganda",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/154969/kirils-galoha
Станислав Заборников,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,"""A"" / ""C"" / Amur Khabarovsk / Ariada Volzhsk / Dizel Penza / HK Tambov / KRS-BSU Beijing / Molot-Prikamie Perm / Neftekhimik Nizhnekamsk-2 / Neftyanik Almetievsk / Reaktor Nizhnekamsk / Sokol Krasnoyarsk / THK Tver / Torpedo Ust-Kamenogorsk / Yugra Khanty-Mansiysk / Yuzhny Ural Orsk",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/100697/stanislav-zabornikov
Егор Наместников,Казахстан,Россия,Защитник,ИСТИНА,ЛОЖЬ,Amur Khabarovsk / Amur Khabarovsk-2 / Amurskie Tigry Khabarovsk / Dizel Penza / Ertis Pavlodar / HK Almaty / HK Temirtau / Казахстан (all) / Kulager Petropavlovsk / Molot-Prikamie Perm / Saryarka Karaganda / Yermak Angarsk / Yuzhny Ural Orsk,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/103555/yegor-namestnikov
Алексей Зайцев,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Almaz Cherepovets / Dnepr Kherson / EC Bad Kissingen / HC Mariupol / HK Kremenchuk / HK Tambov / HK Temirtau / Kapitan Stupino / Rulav Oddr/HC Kharkiv Berserks / Severstal Cherepovets / Severstal Cherepovets-2 / Yermak Angarsk / Yuzhny Ural Orsk,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/103316/alexei-zaitsev
Вячеслав Фетисов,Россия,N/A,Защитник,ИСТИНА,ИСТИНА,"""C"" / CSKA Moskva / Detroit Red Wings / New Jersey Devils / Россия / Soviet Union / Soviet Union U19 / Soviet Union U20 / Spartak Moskva / Utica Devils",ЛОЖЬ,ИСТИНА,ИСТИНА,ИСТИНА,https://www.eliteprospects.com/player/21368/vyacheslav-fetisov
Михаил Кривуля,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Amur Khabarovsk / Amur Khabarovsk-2 / HK Bryansk / Izhstal Izhevsk / Primorie Ussuriysk,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/24629/mikhail-krivulya
Дмитрий Петров,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Kapitan Stupino / Lada Togliatti / Lada Togliatti-2 / Lokomotiv Yaroslavl-2 / Molot-Prikamie Perm / Россия U16 (all) / Россия U18,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/24794/dmitri-petrov
Александр Креган,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Kuznetskie Medvedi / Metallurg Novokuznetsk / Metallurg Novokuznetsk U18 / Mörrums GoIS / Yermak Angarsk / Zauralie Kurgan,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/231741/alexander-kregan
Александр Смирнов,Латвия,N/A,Защитник,ИСТИНА,ЛОЖЬ,"""A"" / Centers / Dinamo Riga / HK Riga / HS Riga / HS Riga 15 / HS Riga 16 / Латвия U18 (all) / Латвия U20 (all) / Malax IF / Malax IF Team / Muik Hockey / SK Riga 18 / Venta 2002",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/250297/aleksandrs-smirnovs
Игорь Голещихин,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Avto Yekaterinburg / Avtomobilist Yekaterinburg / Kaunas City / Omskie Yastreby / Yastreby Omsk U18,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/301512/igor-goleshchikhin
Робертс Калкис,Латвия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Dinamo Riga / HC Frydek-Mistek / HK Riga / IPK / Jurmala U16 / Латвия (all) / Латвия U17 (all) / Латвия U18 / Латвия U20 / Marseille / SK Riga 17 / Univ. of Alaska-Fairbanks / Zemgale,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/310116/roberts-kalkis
Денис Сергушкин,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,GKS Tychy / HK Gomel / HK Lida / KH Torun / Kristall Saratov / Kulager Petropavlovsk / Metallurg Magnitogorsk / Sokoly Torun / Stalnye Lisy Magnitogorsk / Yuzhny Ural Orsk,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/266063/denis-sergushkin
Никита Рогов,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Chaika Nizhny Novgorod / HK Rostov / HK Sarov / Kristall Saratov / Torpedo Nizhny Novgorod,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/268025/nikita-rogov
Михаил Есаян,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""C"" / Chaika Nizhny Novgorod / HK Sarov / KH Torun / Loko Yaroslavl / Loko-Yunior Yaroslavl / Lokomotiv Orsha / Lokomotiv Yaroslavl U16 / Lokomotiv Yaroslavl U17 / Torpedo Nizhny Novgorod / Torpedo-Gorky NN / Yermak Angarsk",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/265759/mikhail-yesayan
Павел Подлубошнов,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,CSKA Moskva / CSKA Moskva U17 / Krasnaya Armiya Moskva / Rus Moskva U16 / Россия U18 (all) / Yermak Angarsk / Zvezda Chekhov / Zvezda Moskva,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/265119/pavel-podluboshnov
Тимур Бешаров,Грузия,Россия,Нападающий,ИСТИНА,ЛОЖЬ,BSFK Brovary / Buran Voronezh / Dynamo Balashikha / Dynamo Krasnogorsk / Dynamo Moskva / Dynamo Tver / Fiery CrСШАders Tbilisi / Грузия / HK MVD Balashikha / Yerevan Falcons,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/265736/timur-besharov
Дмитрий Шабуров,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / Amur Khabarovsk / Amurskie Tigry Khabarovsk / Mörrums GoIS",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/273158/dmitri-shaburov
Данил Семенов,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,"""A"" / CSK VVS Samara / HK Tambov / Irbis Kazan / Lada Togliatti / Ladia Togliatti / Ryazan-VDV / Saryarka Karaganda",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/276314/danil-semyonov
Владислав Бойко,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Admiral Vladivostok / Bars Kazan / Belye Tigry Orenburg / HC Dynamo Pardubice / HC Mariupol / HK Gomel / HK Lida / HK Michalovce / Irbis Kazan / Krasnaya Armiya Moskva / Metallurg Zhlobin / Россия U20 (all) / Shakhter Soligorsk / Yermak Angarsk / Yunost Minsk,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/195573/vladislav-boiko
Алексей Шантыка,Беларусь,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Altay Ust-Kamenogorsk / Altay-Torpedo Ust-Kamenogorsk / Беларусь U18 / Беларусь U20 / Buran Voronezh / Dinamo Minsk / Dinamo-Shinnik Bobruysk / HC Vipers / HK Brest / HK Mogilev / Krasnaya Armiya Moskva / RCOP Raubichi / Serebryanye Lvy St. Petersburg / ShKO Ust-Kamenogorsk / Torpedo Ust-Kamenogorsk,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/186252/alexei-shantyka
Антон Жихарев,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Almaz Cherepovets / Buran Voronezh / Dynamo St. Petersburg / Izhstal Izhevsk / Rubin Tyumen / SKA-Neva St. Petersburg / Saryarka Karaganda / Severstal Cherepovets / Yermak Angarsk,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/218100/anton-zhikharev
Кирилл Кононенко,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Altay Barnaul / HK Ryazan / Nomad Astana / Россия U16 (all) / SHK Hodonín / Sibir Novosibirsk / Sibir Novosibirsk-2 / Sibirskie Snaipery Novosibirsk / Slavutich Smolensk / Torpedo Ust-Kamenogorsk-2 / Yermak Angarsk,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/43833/kirill-kononenko
Кирилл Юрьев,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,CSK VVS Samara / Lada Togliatti / Lada Togliatti-2 / Ladia Togliatti / Россия U17 / Россия U18 / Yamalskiye Sterkhi Noyabrsk,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/34774/kirill-yuryev
Александр Волжанкин,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Arlan Kokshetau / Avangard Omsk / Avangard Omsk-2 / Buran Voronezh / Ertis Pavlodar / HK Sarov / KH Torun / Kazzinc-Torpedo / Kristall Saratov / Omskie Yastreby / Rubin Tyumen / Россия U16 (all) / Serebryanye Lvy St. Petersburg / Torpedo Ust-Kamenogorsk-2 / Zauralie Kurgan,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/43867/alexander-volzhankin
Дмитрий Тарасов,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / Chelmet Chelyabinsk / Dizel Penza / Donbass Donetsk / Donbass Donetsk-2 / Metallurg Magnitogorsk-2 / Sputnik Nizhny Tagil / Stalnye Lisy Magnitogorsk / Yunior-Sputnik Nizhny Tagil",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/47542/dmitri-tarasov
Джоона Монто,Финляндия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / ""C"" / Ahmat Hyvinkää U16 / Финляндия U19 (all) / GKS Katowice / GKS Tychy / HPK / HPK U16 / HPK U17 / HPK U18 / HPK U20 / HPK-T U20 / Jokerit / Kiekko-Vantaa / Peliitat / SaPKo / TUTO Hockey",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/46545/joona-monto
Марко Сакич,Хорватия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / ""C"" / Хорватия / Хорватия U18 / Хорватия U20 / EC Lauterbach 2012 / EC-KAC U20 / EHC Zweibrücken / ESV Halle II / KHL Medvescak Mladi / KHL Mladost Zagreb / Löwen Frankfurt II / Medvescak Zagreb / Medvescak Zagreb II / Medvescak Zagreb U20 / Slavija Ljubljana",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/37059/marko-sakic
Лев Цветков,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,HK MVD / HK MVD Balashikha-2 / HK Tambov / Kristall Elektrostal / SDYUSHOR Kristall Elektrostal / Serebryanye Lvy St. Petersburg / Sheriff Tver,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/77263/lev-tsvetkov
Дмитрий Суворов,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,HK MVD / HK MVD Balashikha / HK MVD Balashikha-2 / HK Zelenograd / Kapitan-Rus Moskva / Sheriff Tver,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/77262/dmitri-suvorov
Евгений Паленга,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,HK Brest / Khimik Voskresensk / Krasnoyarskie Rysi / MHK Spartak Moskva / Motala AIF / SDYUSHOR Spartak Moskva / Sokol Krasnoyarsk / Spartak Moskva / Sputnik Nizhny Tagil / Yermak Angarsk,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/87158/yevgeni-palenga
Никита Мокин,Казахстан,Россия,Защитник,ИСТИНА,ЛОЖЬ,Arlan Kokshetau / Avangard Omsk / Казахстан U18 / Казахстан U20 / Omskie Yastreby / ShKO Ust-Kamenogorsk / Syracuse Jr. Stars / Torpedo Ust-Kamenogorsk-2 / Yermak Angarsk,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/56321/nikita-mokin
Антон Иванюженков,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Россия U16 (all) / Россия U17 / Россия U18 / Russkie Vityazi Chekhov / Vityaz Chekhov,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/58564/anton-ivanyuzhenkov
Максим Томкин,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Dizel Penza / Dynamo Balashikha / Dynamo Moskva / HK MVD Balashikha / HK Tambov / Kulager Petropavlovsk / Lada Togliatti-2 / Ladia Togliatti / Neftyanik Almetievsk / Sheriff Tver,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/77139/maxim-tomkin
Максим Тополь,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,HK Piter / HK VMF St. Petersburg / HK VMF St. Petersburg-2 / Kombat St. Petersburg / Kristall Saratov / Medvescak Zagreb / SKA St. Petersburg-2 / SKA-1946 St. Petersburg / SKA-Kareliya St. Petersburg / SKA-Neva St. Petersburg / Sokol Krasnoyarsk / VMF-Kareliya St. Petersburg,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/87930/maxim-topol
Гуаньхуа Ванг,Китай,США,Нападающий,ИСТИНА,ЛОЖЬ,Kunlun Red Star / Shattuck St. Mary's 14U AAA / Shattuck St. Mary's 18U Prep / Springfield Jr. Blues / Waterloo Black Hawks,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/90281/guanhua-wang
Гатис Спруктс,Латвия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / Brest / Cholet / Dinamo Juniors Riga / Dinamo Riga / Donbass Donetsk / HK Mogo / HK Riga / Jelgava U18 / Kitzbüheler EC / Латвия (all) / Латвия U17 (all) / Латвия U18 / Латвия U18 (all) / Латвия U20 / Латвия U20 (all) / Olimp Riga / SK Riga 16 / SK Riga 17 / Zemgale",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/91444/gatis-sprukts
Максим Челышев,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Amurskie Tigry Khabarovsk / HK Bryansk / Izhstal Izhevsk / Lokomotiv Yaroslavl-2 / Russkie Vityazi Chekhov / Vityaz Chekhov,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/64279/maxim-chelyshev
Петр Трска,Словакия,N/A,Защитник,ИСТИНА,ЛОЖЬ,BK Mladá Boleslav / Berani Zlín / Fischtown Pinguins / HC Benátky nad Jizerou / HC Kometa Brno / HC Slovan Bratislava / HC Slovan Bratislava U20 / HC Vsetin U18 / HC Vítkovice / HK 36 Skalica / HK Orange 20 / Selber Wölfe / Словакия / Словакия (all) / Словакия U17 (all) / Словакия U18 / Словакия U20 / VHK Vsetín / VHK Vsetín U20,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/66016/peter-trska
Филипп Павлик,Чехия,N/A,Защитник,ИСТИНА,ЛОЖЬ,"""A"" / BK Mladá Boleslav / Чехия (all) / Чехия U16 (all) / Чехия U17 (all) / Чехия U18 / Чехия U18 (all) / Чехия U19 (all) / Чехия U20 (all) / HC Frýdek-Místek / HC Lev Praha / HC Litvínov / HC Most / HC Oceláři Třinec / HC Oceláři Třinec U18 / HC Oceláři Třinec U20 / HC Slovan Ústečtí Lvi / HC Slovan Ústečtí Lvi U20 / Mountfield HK / VHK Vsetín",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/70387/filip-pavlik
Георгий Шангин,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Ariada Volzhsk / CSK VVS Samara / CSK VVS Samara-2 / Dynamo Tver / HK Michalovce / HK Sarov / Lada Togliatti-2 / Ladia Togliatti / Sokol Krasnoyarsk / Spartak Moskva / Zauralie Kurgan,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/98345/georgi-shangin
Динис Кадыров,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,"""A"" / Magnitka Magnitogorsk / Россия U17 (all) / Salavat Yulaev Ufa / Salavat Yulaev Ufa U16 / Salavat Yulaev Ufa U17 / Salavat Yulaev Ufa U18 / Tolpar Ufa / Toros Neftekamsk",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/698930/dinis-kadyrov
Максим Глинский,Беларусь,N/A,Защитник,ИСТИНА,ЛОЖЬ,Chaika Nizhny Novgorod / Dinamo Minsk U18 / Dinamo-Molodechno / Dinamo-Shinnik Bobruysk / Minskie Zubry / Team Беларусь U17 / Team Беларусь U18 / Torpedo Nizhny Novgorod / Torpedo-Gorky NN,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/619370/maxim-glinsky
Александр Бажухин,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Dynamo Kazan U16 / Dynamo Kazan U18 / Lada Togliatti / Lada Togliatti U18 / Ladia Togliatti,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/802557/alexander-bazhukhin
Дэвид Принтц,Швеция,N/A,Защитник,ИСТИНА,ИСТИНА,AIK / AIK J18 / AIK J20 / Djurgårdens IF / Dornbirner EC / Frölunda HC / Great Falls Americans / HC Slovan Bratislava / HPK / Ilves / KalPa / Karlskrona HK / Nürnberg Ice Tigers / Philadelphia Flyers / Philadelphia Phantoms / Timrå IK / Trenton Titans,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/18/david-printz
Спартак Басимов,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Almaz Cherepovets / Beibarys Atyrau / HK Almaty / Molot-Prikamie Perm / Olimpiya Kirovo-Chepetsk / Salavat Yulaev Ufa U16 / Salavat Yulaev Ufa U17 / Severstal Cherepovets / Tolpar Ufa,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/398185/spartak-basimov
Алексей Капустин,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / Almaz Cherepovets / Buran Voronezh / Metallurg Maiskiy / Severstal Cherepovets / Severstal Cherepovets U16 / Severstal Cherepovets U17 / Severstal Cherepovets U18",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/394555/alexei-kapustin
Кирилл Кошурников,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Belye Medvedi Chelyabinsk / Chelmet Chelyabinsk / Rubin Tyumen / Traktor Chelyabinsk / Traktor Chelyabinsk U17 / Traktor Chelyabinsk U18,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/370832/kirill-koshurnikov
Сергей Чванов,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""C"" / Almaz Cherepovets / HK Bryansk / Krasnoyarskie Rysi / Kristall Saratov / Россия U17 / Россия U18 / Severstal Cherepovets / Severstal Cherepovets-2 / Sokol Krasnoyarsk",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/34779/sergei-chvanov
Никита Каширский,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / Dundee Stars / Fort Wayne Komets / Greenville Swamp Rabbits / Gwinnett Gladiators / Hershey Bears / Manitoba Moose / Norwich Univ. / Reading Royals / South Carolina Stingrays / Spartak Moskva / Springfield Falcons / Walpole Stars / Washington Jr. Nationals / Washington Little Caps / Wichita Thunder",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/33612/nikita-kashirsky
Илья Олендаренко,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Altair Druzhkivka / Chaika Nizhny Novgorod / Ertis Pavlodar / HC Mariupol / HK Aktobe / HK Ryazan / HK Sarov / Kuznetskie Medvedi / Metallurg Novokuznetsk U18 / Sokil Kyiv / Torpedo Nizhny Novgorod / Torpedo Ust-Kamenogorsk,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/310127/ilya-olendarenko
Артём Бакушин,Казахстан,Россия,Защитник,ИСТИНА,ЛОЖЬ,Barys Astana / HK Almaty / Nomad Astana / Nomad Nur-Sultan / Olimpiya Kirovo-Chepetsk U18 / Rubin Tyumen-2 / Snezhnye Barsy Astana,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/288807/artyom-bakushin
